   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_tools.py:654(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        1    0.000    0.000    0.000    0.000 bagging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bagging.py:202(BaseBagging)
        1    0.000    0.000    0.000    0.000 bagging.py:361(BaggingClassifier)
        1    0.000    0.000    0.000    0.000 bagging.py:730(BaggingRegressor)
        4    0.000    0.000    0.246    0.062 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:111(NeighborsBase)
        1    0.000    0.000    0.000    0.000 base.py:14(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 base.py:15(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:157(LinearModel)
        1    0.000    0.000    0.000    0.000 base.py:16(BaseEnsemble)
        1    0.000    0.000    0.000    0.000 base.py:162(BaseEstimator)
        1    0.000    0.000    0.000    0.000 base.py:18(SelectorMixin)
        1    0.000    0.000    0.000    0.000 base.py:19(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        1    0.000    0.000    0.001    0.001 base.py:202(asformat)
        1    0.000    0.000    0.000    0.000 base.py:216(LinearClassifierMixin)
        1    0.000    0.000    0.000    0.000 base.py:23(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:23(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 base.py:281(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 base.py:284(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:29(Bunch)
        1    0.000    0.000    0.000    0.000 base.py:295(SparseCoefMixin)
        3    0.000    0.000    0.001    0.000 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:314(RegressorMixin)
        1    0.000    0.000    0.000    0.000 base.py:349(LinearRegression)
        1    0.000    0.000    0.000    0.000 base.py:352(ClusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:375(BiclusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:428(TransformerMixin)
        1    0.000    0.000    0.000    0.000 base.py:462(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 base.py:48(NeighborsWarning)
        1    0.000    0.000    0.000    0.000 base.py:499(BaseSVC)
        3    0.000    0.000    0.000    0.000 base.py:511(__getattr__)
        1    0.000    0.000    0.000    0.000 base.py:517(RadiusNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:56(BaseLibSVM)
        1    0.000    0.000    0.000    0.000 base.py:61(spmatrix)
        6    0.000    0.000    0.000    0.000 base.py:69(__init__)
        1    0.000    0.000    0.000    0.000 base.py:743(SupervisedFloatMixin)
        1    0.000    0.000    0.000    0.000 base.py:763(SupervisedIntegerMixin)
        6    0.000    0.000    0.000    0.000 base.py:77(set_shape)
        1    0.000    0.000    0.000    0.000 base.py:806(UnsupervisedMixin)
        7    0.000    0.000    0.000    0.000 base.py:887(isspmatrix)
       28    0.000    0.000    0.000    0.000 base.py:99(get_shape)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.040    0.040 basic.py:1(<module>)
      162    0.000    0.000    0.000    0.000 basic.py:1019(_eval_subs)
6754316/6507049    2.941    0.000    3.962    0.000 basic.py:102(__hash__)
8502/7202    0.007    0.000    3.530    0.000 basic.py:1027(xreplace)
92768/7202    0.273    0.000    3.524    0.000 basic.py:1090(_xreplace)
  1139015    0.243    0.000    0.243    0.000 basic.py:111(_hashable_content)
        1    0.000    0.000    0.000    0.000 basic.py:14(Basic)
       20    0.000    0.000    0.000    0.000 basic.py:1410(count)
       40    0.000    0.000    0.000    0.000 basic.py:1413(<genexpr>)
    16224    0.041    0.000    0.784    0.000 basic.py:1493(count_ops)
163800/11700    0.571    0.000   10.864    0.001 basic.py:1498(doit)
32849/16593    0.223    0.000    0.389    0.000 basic.py:151(compare)
163800/11700    0.497    0.000    9.553    0.001 basic.py:1518(<listcomp>)
        1    0.000    0.000    0.000    0.000 basic.py:1607(Atom)
       52    0.000    0.000    0.000    0.000 basic.py:1626(xreplace)
   281424    0.039    0.000    0.039    0.000 basic.py:1629(doit)
        2    0.000    0.000    0.000    0.000 basic.py:1632(class_key)
   774884   13.981    0.000   74.890    0.000 basic.py:1653(_aresame)
        1    0.000    0.000    0.000    0.000 basic.py:1728(preorder_traversal)
  1549788    1.484    0.000    1.497    0.000 basic.py:1774(__init__)
39014940/9035411   19.148    0.000   28.531    0.000 basic.py:1778(_preorder_traversal)
  8347472    3.147    0.000   34.196    0.000 basic.py:1824(__next__)
  1549788    0.213    0.000    0.213    0.000 basic.py:1827(__iter__)
       20    0.000    0.000    0.000    0.000 basic.py:1831(_make_find_query)
       20    0.000    0.000    0.000    0.000 basic.py:1838(<lambda>)
        1    0.000    0.000    0.000    0.000 basic.py:242(class_key)
        1    0.000    0.000    0.000    0.000 basic.py:247(sort_key)
        3    0.000    0.000    0.000    0.000 basic.py:268(inner_key)
        1    0.000    0.000    0.000    0.000 basic.py:275(<listcomp>)
2346497/1911345    7.058    0.000   16.071    0.000 basic.py:278(__eq__)
  1646249    0.989    0.000   12.698    0.000 basic.py:330(__ne__)
        1    0.000    0.000    0.000    0.000 basic.py:39(SpecialFunctionWarning)
      965    0.004    0.000    0.020    0.000 basic.py:394(__str__)
104757/10841    0.141    0.000    0.276    0.000 basic.py:481(free_symbols)
104757/10841    0.072    0.000    0.254    0.000 basic.py:494(<listcomp>)
        1    0.000    0.000    0.063    0.063 basic.py:5(<module>)
   455597    0.118    0.000    0.118    0.000 basic.py:610(func)
  8191675    1.681    0.000    1.681    0.000 basic.py:636(args)
        1    0.000    0.000    0.000    0.000 basic.py:668(_sorted_args)
        1    0.000    0.000    0.004    0.004 basic.py:7(<module>)
    16224    0.964    0.000  110.035    0.007 basic.py:714(subs)
        1    0.000    0.000    0.000    0.000 basic.py:755(LstsqLapackError)
  4496193    3.808    0.000    4.958    0.000 basic.py:77(__new__)
    64896    0.027    0.000    0.027    0.000 basic.py:865(<genexpr>)
    32448    0.020    0.000    0.020    0.000 basic.py:876(<listcomp>)
    16224    0.034    0.000    0.045    0.000 basic.py:877(<listcomp>)
275600/33804    0.794    0.000  100.243    0.003 basic.py:907(_subs)
202770/33780    1.771    0.000   98.706    0.003 basic.py:979(fallback)
        1    0.000    0.000    0.000    0.000 bayes.py:22(BayesianRidge)
        1    0.000    0.000    0.000    0.000 bayes.py:221(ARDRegression)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:14(Bdb)
        1    0.000    0.000    0.000    0.000 bdb.py:478(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:644(Tdb)
        2    0.000    0.000    0.006    0.003 bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:1019(airyai)
        1    0.000    0.000    0.000    0.000 bessel.py:1185(airybi)
        1    0.000    0.000    0.000    0.000 bessel.py:1355(airyaiprime)
        1    0.000    0.000    0.000    0.000 bessel.py:1507(airybiprime)
        1    0.000    0.000    0.000    0.000 bessel.py:213(bessely)
        1    0.000    0.000    0.000    0.000 bessel.py:292(besseli)
        1    0.000    0.000    0.000    0.000 bessel.py:31(BesselBase)
        4    0.000    0.000    0.000    0.000 bessel.py:385(c_memo)
        1    0.000    0.000    0.000    0.000 bessel.py:392(besselk)
        1    0.000    0.000    0.000    0.000 bessel.py:476(hankel1)
        1    0.000    0.000    0.000    0.000 bessel.py:519(hankel2)
        8    0.000    0.000    0.000    0.000 bessel.py:563(assume_integer_order)
        1    0.000    0.000    0.000    0.000 bessel.py:571(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 bessel.py:615(jn)
        1    0.000    0.000    0.000    0.000 bessel.py:690(yn)
        1    0.000    0.000    0.000    0.000 bessel.py:753(SphericalHankelBase)
        1    0.000    0.000    0.000    0.000 bessel.py:809(hn1)
        1    0.000    0.000    0.000    0.000 bessel.py:862(hn2)
        1    0.000    0.000    0.000    0.000 bessel.py:87(besselj)
        1    0.000    0.000    0.000    0.000 bessel.py:981(AiryBase)
        1    0.000    0.000    0.000    0.000 beta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta_functions.py:10(beta)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bicluster.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bivariate.py:1(<module>)
        1    0.000    0.000    0.002    0.002 blas.py:143(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:126(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:299(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:352(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:36(BlockingInput)
        1    0.000    0.000    0.003    0.003 blockmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:188(BlockDiagMatrix)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:21(BlockMatrix)
        1    0.000    0.000    0.000    0.000 boolalg.py:113(BooleanTrue)
       15    0.000    0.000    0.000    0.000 boolalg.py:188(__nonzero__)
        1    0.000    0.000    0.000    0.000 boolalg.py:19(Boolean)
       26    0.000    0.000    0.000    0.000 boolalg.py:193(__hash__)
        1    0.000    0.000    0.000    0.000 boolalg.py:210(BooleanFalse)
     2950    0.001    0.000    0.001    0.000 boolalg.py:242(__nonzero__)
     3017    0.002    0.000    0.002    0.000 boolalg.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 boolalg.py:275(BooleanFunction)
        1    0.000    0.000    0.004    0.004 boolalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 boolalg.py:308(And)
        1    0.000    0.000    0.000    0.000 boolalg.py:381(Or)
        1    0.000    0.000    0.000    0.000 boolalg.py:452(Not)
        1    0.000    0.000    0.000    0.000 boolalg.py:579(Xor)
        1    0.000    0.000    0.000    0.000 boolalg.py:680(Nand)
        1    0.000    0.000    0.000    0.000 boolalg.py:709(Nor)
        1    0.000    0.000    0.000    0.000 boolalg.py:743(Implies)
        1    0.000    0.000    0.000    0.000 boolalg.py:82(BooleanAtom)
        1    0.000    0.000    0.000    0.000 boolalg.py:822(Equivalent)
        1    0.000    0.000    0.000    0.000 boolalg.py:895(ITE)
        1    0.000    0.000    0.000    0.000 bounds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cache.py:182(_getenv)
        1    0.000    0.000    0.000    0.000 cache.py:6(_cache)
        1    0.000    0.000    0.000    0.000 cache.py:65(__cacheit)
       86    0.000    0.000    0.002    0.000 cache.py:86(func_wrapper)
1479556/702392    5.826    0.000  183.188    0.000 cache.py:91(wrapper)
        2    0.000    0.000    0.000    0.000 calculus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calculus.py:1(CalculusMethods)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
        1    0.000    0.000    0.000    0.000 calculus.py:5(MatrixCalculusMethods)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:500(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 california_housing.py:20(<module>)
        1    0.000    0.000    0.010    0.010 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:127(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1306(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1328(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:136(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1386(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:179(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:216(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:273(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:292(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:32(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:336(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:37(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:43(_Outcome)
        1    0.000    0.000    0.000    0.000 cbook.py:1009(mkdirs)
        1    0.000    0.000    0.000    0.000 cbook.py:1027(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1055(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:1061(__Full)
      219    0.001    0.000    0.004    0.000 cbook.py:1134(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:1294(maxdict)
        5    0.000    0.000    0.000    0.000 cbook.py:1300(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1314(Stack)
        9    0.000    0.000    0.000    0.000 cbook.py:140(deprecated)
        1    0.000    0.000    0.000    0.000 cbook.py:1518(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1637(Grouper)
        2    0.000    0.000    0.000    0.000 cbook.py:1673(__init__)
        9    0.000    0.000    0.000    0.000 cbook.py:189(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:2138(<listcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:2324(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:2344(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:293(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:313(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:327(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:339(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:37(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:455(CallbackRegistry)
        9    0.000    0.000    0.000    0.000 cbook.py:53(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 cbook.py:568(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:594(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:659(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:672(__init__)
       81    0.000    0.000    0.000    0.000 cbook.py:687(iterable)
      232    0.000    0.000    0.000    0.000 cbook.py:696(is_string_like)
        1    0.000    0.000    0.003    0.003 cbook.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:869(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:917(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:977(Null)
        1    0.000    0.000    0.001    0.001 ccode.py:12(<module>)
        1    0.000    0.000    0.000    0.000 ccode.py:84(CCodePrinter)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:8(CharacteristicZero)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 class_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 class_registry.py:17(__setattr__)
        1    0.000    0.000    0.000    0.000 class_registry.py:5(ClassRegistry)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.007    0.007 classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:14(LinearSVC)
        1    0.000    0.000    0.000    0.000 classes.py:224(LinearSVR)
        1    0.000    0.000    0.000    0.000 classes.py:383(SVC)
        1    0.000    0.000    0.000    0.000 classes.py:542(NuSVC)
        1    0.000    0.000    0.000    0.000 classes.py:692(SVR)
        1    0.000    0.000    0.000    0.000 classes.py:803(NuSVR)
        1    0.000    0.000    0.000    0.000 classes.py:916(OneClassSVM)
        1    0.000    0.000    0.000    0.000 classification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:229(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 classification.py:23(KNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1221(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1271(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1276(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1279(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1282(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1287(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1290(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1293(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1308(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1311(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1314(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1317(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1320(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1327(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1332(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.032    0.032 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:739(HTTPConnection)
        1    0.000    0.000    0.000    0.000 cm.py:169(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:29(_reverser)
       67    0.000    0.000    0.001    0.000 cm.py:35(revcmap)
      168    0.001    0.000    0.001    0.000 cm.py:47(<listcomp>)
       72    0.000    0.000    0.001    0.000 cm.py:52(_reverse_cmap_spec)
        1    0.000    0.000    0.005    0.005 cm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 cm.py:61(<listcomp>)
      144    0.000    0.000    0.001    0.000 cm.py:65(_generate_cmap)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.001    0.001 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 code.py:16(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:163(InteractiveConsole)
        1    0.000    0.000    0.001    0.001 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:1048(make_identity_dict)
        1    0.000    0.000    0.000    0.000 codecs.py:1056(<dictcomp>)
       30    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       30    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
      108    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        3    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 codeprinter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeprinter.py:15(AssignmentError)
        1    0.000    0.000    0.000    0.000 codeprinter.py:22(Assignment)
        1    0.000    0.000    0.000    0.000 codeprinter.py:89(CodePrinter)
        1    0.000    0.000    0.062    0.062 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1023(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1030(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1037(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1211(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1464(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1484(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1574(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1629(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1699(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:769(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:818(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:844(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:911(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:958(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:1241(ColorbarPatch)
        1    0.000    0.000    0.108    0.108 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:865(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:1058(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1172(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1248(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1323(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1486(LightSource)
      322    0.000    0.000    0.002    0.000 colors.py:214(is_color_like)
       74    0.000    0.000    0.000    0.000 colors.py:231(hex2color)
       73    0.000    0.000    0.000    0.000 colors.py:240(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
      322    0.001    0.000    0.002    0.000 colors.py:265(to_rgb)
       50    0.000    0.000    0.000    0.000 colors.py:334(to_rgba)
      200    0.000    0.000    0.000    0.000 colors.py:363(<genexpr>)
        1    0.000    0.000    0.001    0.001 colors.py:48(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:487(Colormap)
      152    0.000    0.000    0.000    0.000 colors.py:499(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
      144    0.000    0.000    0.000    0.000 colors.py:676(__init__)
       10    0.000    0.000    0.001    0.000 colors.py:750(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:788(ListedColormap)
        8    0.000    0.000    0.000    0.000 colors.py:795(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:858(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:987(LogNorm)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        1    0.000    0.000    0.001    0.001 combsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combsimp.py:477(_rf)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.001    0.001 compatibility.py:1(<module>)
       51    0.000    0.000    0.002    0.000 compatibility.py:140(with_metaclass)
       51    0.000    0.000    0.000    0.000 compatibility.py:179(metaclass)
       51    0.001    0.000    0.007    0.000 compatibility.py:180(__new__)
        1    0.000    0.000    0.000    0.000 compatibility.py:190(NotIterable)
   207178    0.237    0.000    0.590    0.000 compatibility.py:198(iterable)
        1    0.000    0.000    0.000    0.000 compatibility.py:224(IPolys)
   114023    0.104    0.000    0.508    0.000 compatibility.py:256(is_sequence)
    74345    0.123    0.000    0.226    0.000 compatibility.py:377(as_int)
48746/48719    0.397    0.000    0.785    0.000 compatibility.py:410(default_sort_key)
        1    0.000    0.000    0.004    0.004 compatibility.py:5(<module>)
       47    0.000    0.000    0.001    0.000 compatibility.py:572(_nodes)
   226/86    0.001    0.000    0.004    0.000 compatibility.py:591(ordered)
        1    0.000    0.000    0.000    0.000 compatibility.py:712(_getenv)
        5    0.000    0.000    0.000    0.000 compatibility.py:76(u)
        1    0.000    0.000    0.000    0.000 compatibility.py:786(_HashedSeq)
        1    0.000    0.000    0.030    0.030 complexes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complexes.py:113(im)
        3    0.000    0.000    0.000    0.000 complexes.py:144(eval)
        1    0.000    0.000    0.000    0.000 complexes.py:216(sign)
        1    0.000    0.000    0.000    0.000 complexes.py:22(re)
        1    0.000    0.000    0.000    0.000 complexes.py:371(Abs)
        3    0.000    0.000    0.000    0.000 complexes.py:52(eval)
        1    0.000    0.000    0.000    0.000 complexes.py:576(arg)
        1    0.000    0.000    0.000    0.000 complexes.py:627(conjugate)
        1    0.000    0.000    0.000    0.000 complexes.py:684(transpose)
        1    0.000    0.000    0.000    0.000 complexes.py:705(adjoint)
        1    0.000    0.000    0.000    0.000 complexes.py:749(polar_lift)
        1    0.000    0.000    0.000    0.000 complexes.py:823(periodic_argument)
        1    0.000    0.000    0.000    0.000 complexes.py:919(principal_branch)
        1    0.000    0.000    0.000    0.000 complexfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complexfield.py:14(ComplexField)
        1    0.000    0.000    0.000    0.000 complexfield.py:46(__init__)
        1    0.000    0.000    0.000    0.000 compositedomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compositedomain.py:10(CompositeDomain)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        3    0.000    0.000    0.000    0.000 compressed.py:1019(__set_sorted)
        4    0.000    0.000    0.000    0.000 compressed.py:1044(prune)
        2    0.000    0.000    0.000    0.000 compressed.py:115(_set_self)
        4    0.000    0.000    0.000    0.000 compressed.py:126(check_format)
