   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1332(ReduceOrder)
        1    0.000    0.000    0.017    0.017 hyperexpand.py:15(<module>)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:478(Hyper_Function)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:601(G_Function)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:664(Formula)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:795(FormulaCollection)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:868(MeijerFormula)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:909(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:932(Operator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:979(MultOperator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:986(ShiftA)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:999(ShiftB)
        1    0.000    0.000    0.000    0.000 hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 identification.py:13(IdentificationMethods)
        1    0.000    0.000    0.000    0.000 identification.py:4(<module>)
        1    0.000    0.000    0.000    0.000 idl.py:146(Pointer)
        1    0.000    0.000    0.000    0.000 idl.py:154(ObjectPointer)
        1    0.000    0.000    0.000    0.000 idl.py:30(<module>)
        1    0.000    0.000    0.000    0.000 idl.py:643(AttrDict)
        1    0.000    0.000    0.000    0.000 image.py:1105(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:4(<module>)
        1    0.000    0.000    0.000    0.000 image.py:438(PatchExtractor)
        1    0.000    0.000    0.000    0.000 image.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image.py:557(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:63(_AxesImageBase)
        1    0.000    0.000    0.000    0.000 image.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 image.py:732(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:858(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:988(FigureImage)
        1    0.000    0.000    0.015    0.015 immutable.py:1(<module>)
    16224    0.031    0.000    1.517    0.000 immutable.py:12(sympify_matrix)
        1    0.000    0.000    0.000    0.000 immutable.py:123(ImmutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 immutable.py:16(ImmutableMatrix)
    47424    0.337    0.000    3.163    0.000 immutable.py:41(_new)
    31200    0.042    0.000    2.001    0.000 immutable.py:51(__new__)
    62400    0.114    0.000    0.280    0.000 immutable.py:54(shape)
    62400    0.121    0.000    0.148    0.000 immutable.py:56(<listcomp>)
    31200    0.083    0.000    0.163    0.000 immutable.py:58(_mat)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.000    0.000 importtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importtools.py:15(__sympy_debug)
        2    0.000    0.000    0.001    0.000 importtools.py:32(import_module)
        1    0.000    0.000    0.200    0.200 imputation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 imputation.py:64(Imputer)
        1    0.000    0.000    0.000    0.000 index_methods.py:11(<module>)
        1    0.000    0.000    0.000    0.000 index_methods.py:23(IndexConformanceException)
        1    0.000    0.000    0.006    0.006 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 index_tricks.py:231(_retval)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:251(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 indexed.py:115(IndexException)
        1    0.000    0.000    0.000    0.000 indexed.py:119(Indexed)
        1    0.000    0.000    0.000    0.000 indexed.py:275(IndexedBase)
        1    0.000    0.000    0.000    0.000 indexed.py:404(Idx)
        1    0.000    0.000    0.001    0.001 indexed.py:89(<module>)
        1    0.000    0.000    0.000    0.000 inequalities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:214(KB)
        1    0.000    0.000    0.000    0.000 inference.py:235(PropKB)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
      199    0.001    0.000    0.014    0.000 inspect.py:1027(getargspec)
      728    0.007    0.000    0.032    0.000 inspect.py:1052(getfullargspec)
     2379    0.001    0.000    0.001    0.000 inspect.py:158(isfunction)
      306    0.001    0.000    0.004    0.000 inspect.py:1750(_signature_bound_method)
     1082    0.013    0.000    0.028    0.000 inspect.py:2065(_signature_from_function)
1587/1082    0.007    0.000    0.042    0.000 inspect.py:2146(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
     3029    0.005    0.000    0.005    0.000 inspect.py:2399(__init__)
     6565    0.001    0.000    0.001    0.000 inspect.py:2434(name)
     3246    0.000    0.000    0.000    0.000 inspect.py:2438(default)
     1749    0.000    0.000    0.000    0.000 inspect.py:2442(annotation)
     6302    0.001    0.000    0.001    0.000 inspect.py:2446(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2634(Signature)
     1427    0.008    0.000    0.011    0.000 inspect.py:2664(__init__)
        1    0.000    0.000    0.010    0.010 inspect.py:27(<module>)
     4072    0.002    0.000    0.002    0.000 inspect.py:2709(<genexpr>)
      354    0.000    0.000    0.020    0.000 inspect.py:2733(from_callable)
     2327    0.000    0.000    0.000    0.000 inspect.py:2739(parameters)
      728    0.000    0.000    0.000    0.000 inspect.py:2743(return_annotation)
      345    0.001    0.000    0.003    0.000 inspect.py:2747(replace)
      354    0.000    0.000    0.020    0.000 inspect.py:2985(signature)
    32462    0.014    0.000    0.014    0.000 inspect.py:441(getmro)
      354    0.001    0.000    0.001    0.000 inspect.py:447(unwrap)
      354    0.000    0.000    0.001    0.000 inspect.py:467(_is_wrapper)
      149    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      149    0.000    0.000    0.000    0.000 inspect.py:690(getmodule)
       16    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:854(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:856(BlockFinder)
        1    0.000    0.000    0.001    0.001 integerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integerring.py:13(IntegerRing)
        1    0.000    0.000    0.001    0.001 integers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integers.py:154(ceiling)
        1    0.000    0.000    0.000    0.000 integers.py:17(RoundFunction)
        1    0.000    0.000    0.000    0.000 integers.py:225(frac)
        1    0.000    0.000    0.000    0.000 integers.py:83(floor)
        1    0.000    0.000    0.017    0.017 integrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integrals.py:28(Integral)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:451(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:496(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:521(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:547(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:571(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:603(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:619(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:634(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interpolate.py:1130(BPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1623(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:1982(ppform)
        1    0.000    0.000    0.020    0.020 interpolate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:330(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:630(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:812(PPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(interp2d)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:13(<module>)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:39(interval)
        1    0.000    0.000    0.000    0.000 inverse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inverse.py:10(Inverse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1459(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1558(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1882(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2158(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
        1    0.000    0.000    0.001    0.001 iterables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterables.py:776(topological_sort)
       51    0.000    0.000    0.000    0.000 iterables.py:854(<lambda>)
        1    0.000    0.000    0.009    0.009 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jscode.py:37(JavascriptCodePrinter)
        1    0.000    0.000    0.000    0.000 jscode.py:8(<module>)
        1    0.000    0.000    0.000    0.000 julia.py:10(<module>)
        1    0.000    0.000    0.000    0.000 julia.py:46(JuliaCodePrinter)
        1    0.000    0.000    0.001    0.001 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:24(KernelDensity)
        1    0.000    0.000    0.000    0.000 kde.py:4(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kdtree.py:176(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:240(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:257(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:262(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.012    0.012 knn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 label.py:172(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:56(LabelEncoder)
        1    0.000    0.000    0.000    0.000 label.py:636(MultiLabelBinarizer)
        1    0.000    0.000    0.001    0.001 label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:169(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:7(LambdaPrinter)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:91(NumPyPrinter)
        1    0.000    0.000    0.001    0.001 lambdify.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.006    0.006 lapack.py:346(<module>)
        1    0.000    0.000    0.000    0.000 latex.py:100(LatexPrinter)
        1    0.000    0.000    0.000    0.000 latex.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:369(LbfgsInvHessProduct)
        1    0.000    0.000    0.001    0.001 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 least_angle.py:1141(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 least_angle.py:1260(LassoLarsIC)
        1    0.000    0.000    0.044    0.044 least_angle.py:4(<module>)
        1    0.000    0.000    0.000    0.000 least_angle.py:492(Lars)
        1    0.000    0.000    0.000    0.000 least_angle.py:702(LassoLars)
        1    0.000    0.000    0.000    0.000 least_angle.py:950(LarsCV)
        1    0.000    0.000    0.004    0.004 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:107(Legend)
        1    0.000    0.000    0.005    0.005 legend.py:23(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:134(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:164(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:178(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:182(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:216(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:220(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:257(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:290(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:294(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:378(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:394(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:502(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:506(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:566(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:570(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:590(HandlerPolyCollection)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lfw.py:22(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lib_interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libelefun.py:10(<module>)
       15    0.000    0.000    0.000    0.000 libelefun.py:106(def_mpf_constant)
     1950    0.018    0.000    0.018    0.000 libelefun.py:1086(exp_basecase)
     1950    0.008    0.000    0.037    0.000 libelefun.py:1151(mpf_exp)
    151/3    0.000    0.000    0.000    0.000 libelefun.py:123(bsp_acot)
        3    0.000    0.000    0.000    0.000 libelefun.py:137(acot_fixed)
        1    0.000    0.000    0.000    0.000 libelefun.py:146(machin)
        1    0.000    0.000    0.000    0.000 libelefun.py:162(ln2_fixed)
     1950    0.007    0.000    0.091    0.000 libelefun.py:318(mpf_pow)
        1    0.000    0.000    0.000    0.000 libelefun.py:600(log_taylor)
     1951    0.017    0.000    0.017    0.000 libelefun.py:634(log_taylor_cached)
     1951    0.012    0.000    0.044    0.000 libelefun.py:668(mpf_log)
       14    0.000    0.000    0.000    0.000 libelefun.py:85(constant_memo)
     2576    0.002    0.000    0.002    0.000 libelefun.py:94(g)
        1    0.000    0.000    0.000    0.000 libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.003    0.003 libhyper.py:6(<module>)
        1    0.000    0.000    0.000    0.000 libintmath.py:118(<listcomp>)
        1    0.000    0.000    0.001    0.001 libintmath.py:119(<listcomp>)
        8    0.000    0.000    0.000    0.000 libintmath.py:223(isqrt_fast_python)
      151    0.000    0.000    0.000    0.000 libintmath.py:345(ifac)
     1951    0.001    0.000    0.001    0.000 libintmath.py:46(lshift)
      256    0.000    0.000    0.000    0.000 libintmath.py:58(python_trailing)
        1    0.000    0.000    0.001    0.001 libintmath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 libintmath.py:81(<listcomp>)
  2460781    1.375    0.000    3.212    0.000 libintmath.py:83(python_bitcount)
        1    0.000    0.000    0.001    0.001 libmpc.py:3(<module>)
    47/27    0.000    0.000    0.000    0.000 libmpf.py:1016(mpf_pow_int)
        4    0.000    0.000    0.000    0.000 libmpf.py:1284(from_str)
        1    0.000    0.000    0.000    0.000 libmpf.py:132(h_mask_big)
        1    0.000    0.000    0.000    0.000 libmpf.py:136(<listcomp>)
  4963975    3.287    0.000    3.287    0.000 libmpf.py:153(_normalize)
  2777499    3.811    0.000    3.811    0.000 libmpf.py:208(_normalize1)
  1970528    3.013    0.000    6.448    0.000 libmpf.py:291(from_man_exp)
        1    0.000    0.000    0.005    0.005 libmpf.py:3(<module>)
      268    0.000    0.000    0.000    0.000 libmpf.py:322(<genexpr>)
   658161    0.448    0.000    2.012    0.000 libmpf.py:330(from_int)
        2    0.000    0.000    0.000    0.000 libmpf.py:345(to_int)
  1319076    2.769    0.000    8.118    0.000 libmpf.py:410(from_float)
       26    0.000    0.000    0.000    0.000 libmpf.py:429(to_float)
        1    0.000    0.000    0.000    0.000 libmpf.py:43(ComplexResult)
      996    0.001    0.000    0.003    0.000 libmpf.py:465(from_rational)
        5    0.000    0.000    0.000    0.000 libmpf.py:49(<lambda>)
  1351656    0.605    0.000    0.605    0.000 libmpf.py:511(mpf_eq)
    11804    0.015    0.000    0.022    0.000 libmpf.py:548(mpf_cmp)
        4    0.000    0.000    0.000    0.000 libmpf.py:59(prec_to_dps)
     8941    0.010    0.000    0.026    0.000 libmpf.py:600(mpf_lt)
        4    0.000    0.000    0.000    0.000 libmpf.py:605(mpf_le)
     2858    0.003    0.000    0.008    0.000 libmpf.py:610(mpf_gt)
        6    0.000    0.000    0.000    0.000 libmpf.py:627(mpf_pos)
    72647    0.054    0.000    0.054    0.000 libmpf.py:637(mpf_neg)
  1322964    2.122    0.000    3.567    0.000 libmpf.py:64(dps_to_prec)
        1    0.000    0.000    0.000    0.000 libmpf.py:651(mpf_abs)
    11802    0.007    0.000    0.007    0.000 libmpf.py:666(mpf_sign)
  1206034    2.462    0.000    5.701    0.000 libmpf.py:676(mpf_add)
     1898    0.001    0.000    0.011    0.000 libmpf.py:771(mpf_sub)
  1749412    3.158    0.000    5.341    0.000 libmpf.py:858(python_mpf_mul)
     2889    0.006    0.000    0.013    0.000 libmpf.py:924(mpf_div)
        2    0.000    0.000    0.000    0.000 libmpf.py:961(mpf_rdiv_int)
        1    0.001    0.001    0.001    0.001 libmpi.py:4(<module>)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
        1    0.000    0.000    0.000    0.000 libmpi.py:96(mpi_neg)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.000    0.000    0.002    0.002 lil.py:2(<module>)
        1    0.000    0.000    0.002    0.002 limits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 limits.py:75(Limit)
        1    0.000    0.000    0.000    0.000 limitseq.py:1(<module>)
        1    0.000    0.000    0.004    0.004 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:100(<module>)
       68    0.000    0.000    0.000    0.000 linalg.py:101(get_linalg_error_extobj)
       98    0.000    0.000    0.000    0.000 linalg.py:106(_makearray)
        1    0.000    0.000    0.000    0.000 linalg.py:111(LinearAlgebraMethods)
      152    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
       84    0.000    0.000    0.000    0.000 linalg.py:124(_realType)
       68    0.000    0.000    0.000    0.000 linalg.py:139(_commonType)
       68    0.000    0.000    0.000    0.000 linalg.py:198(_assertRankAtLeast2)
       68    0.000    0.000    0.000    0.000 linalg.py:209(_assertNdSquareness)
       30    0.002    0.000    0.002    0.000 linalg.py:296(solve)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
       24    0.001    0.000    0.001    0.000 linalg.py:458(inv)
       14    0.001    0.000    0.001    0.000 linalg.py:532(cholesky)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.002    0.002 line.py:10(<module>)
        1    0.000    0.000    0.000    0.000 line.py:1226(Ray)
        1    0.000    0.000    0.000    0.000 line.py:1590(Segment)
        1    0.000    0.000    0.000    0.000 line.py:33(Undecidable)
        1    0.000    0.000    0.000    0.000 line.py:37(LinearEntity)
        1    0.000    0.000    0.000    0.000 line.py:972(Line)
        1    0.000    0.000    0.001    0.001 line3d.py:10(<module>)
        1    0.000    0.000    0.000    0.000 line3d.py:1279(Segment3D)
        1    0.000    0.000    0.000    0.000 line3d.py:25(LinearEntity3D)
        1    0.000    0.000    0.000    0.000 line3d.py:806(Line3D)
        1    0.000    0.000    0.000    0.000 line3d.py:989(Ray3D)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:65(_HungarianState)
      750    0.000    0.000    0.001    0.000 linecache.py:147(lazycache)
      750    0.000    0.000    0.007    0.000 linecache.py:15(getline)
      750    0.000    0.000    0.007    0.000 linecache.py:37(getlines)
      220    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
      413    0.000    0.000    0.006    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 lines.py:1410(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:191(Line2D)
        1    0.000    0.000    0.005    0.005 lines.py:4(<module>)
        4    0.000    0.000  163.480   40.870 linesearch.py:106(scalar_search_wolfe1)
        1    0.000    0.000    0.001    0.001 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        4    0.000    0.000  163.480   40.870 linesearch.py:34(line_search_wolfe1)
        4    0.000    0.000    0.011    0.003 linesearch.py:85(phi)
        4    0.000    0.000  163.468   40.867 linesearch.py:89(derphi)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:24(MatrixRankWarning)
        1    0.000    0.000    0.025    0.025 loaddata.py:27(load_training_data)
        1    0.000    0.000  259.940  259.940 loaddata.py:3(<module>)
        1    0.000    0.000    1.656    1.656 loaddata.py:36(load_test_data)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
       22    0.000    0.000    0.000    0.000 locale.py:341(_replace_encoding)
       22    0.000    0.000    0.000    0.000 locale.py:375(normalize)
       22    0.000    0.000    0.001    0.000 locale.py:458(_parse_localename)
       22    0.000    0.000    0.001    0.000 locale.py:508(getdefaultlocale)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.001    0.001 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        2    0.000    0.000    0.000    0.000 logger.py:67(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:92(PrintTime)
     8133    0.016    0.000    0.041    0.000 logic.py:112(fuzzy_and)
        4    0.000    0.000    0.000    0.000 logic.py:148(fuzzy_not)
        1    0.000    0.000    0.000    0.000 logic.py:192(Logic)
     2524    0.001    0.000    0.001    0.000 logic.py:197(__new__)
16286/16186    0.009    0.000    0.011    0.000 logic.py:205(__hash__)
2517/2493    0.001    0.000    0.002    0.000 logic.py:208(__eq__)
       52    0.000    0.000    0.001    0.000 logic.py:239(fromstring)
        1    0.000    0.000    0.000    0.000 logic.py:290(AndOr_Base)
       60    0.001    0.000    0.002    0.000 logic.py:292(__new__)
       60    0.000    0.000    0.000    0.000 logic.py:314(flatten)
        1    0.000    0.000    0.000    0.000 logic.py:335(And)
        6    0.000    0.000    0.000    0.000 logic.py:338(_eval_propagate_not)
        6    0.000    0.000    0.000    0.000 logic.py:340(<listcomp>)
        1    0.000    0.000    0.000    0.000 logic.py:363(Or)
        1    0.000    0.000    0.000    0.000 logic.py:371(Not)
6460/6436    0.004    0.000    0.007    0.000 logic.py:373(__new__)
      274    0.000    0.000    0.000    0.000 logic.py:390(arg)
23325/11604    0.021    0.000    1.771    0.000 logic.py:40(_fuzzy_group)
